PG.ProteinGroups	PG.Genes	PG.Organisms	PG.ProteinDescriptions	PG.ProteinNames	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.NrOfModifiedSequencesIdentified (Experiment-wide)	PG.NrOfPrecursorsIdentified (Experiment-wide)	PG.IsCandidate	[1] ASC_TERT_TLR10_LOV_SN_WO_3.raw.PG.MS1Quantity	[2] ASC_TERT_TLR10_LOV_SN_WO_2.raw.PG.MS1Quantity	[3] ASC_TERT_TLR10_LOV_SN_WO_1.raw.PG.MS1Quantity	[4] ASC_TERT_TLR10_LOV_SN_Light_3.raw.PG.MS1Quantity	[5] ASC_TERT_TLR10_LOV_SN_Light_2.raw.PG.MS1Quantity	[6] ASC_TERT_TLR10_LOV_SN_Light_1.raw.PG.MS1Quantity	[7] ASC_TERT_TLR4_LOV_SN_WO_3.raw.PG.MS1Quantity	[8] ASC_TERT_TLR4_LOV_SN_WO_2.raw.PG.MS1Quantity	[9] ASC_TERT_TLR4_LOV_SN_WO_1.raw.PG.MS1Quantity	[10] ASC_TERT_TLR4_LOV_SN_LPS_3.raw.PG.MS1Quantity	[11] ASC_TERT_TLR4_LOV_SN_LPS_2.raw.PG.MS1Quantity	[12] ASC_TERT_TLR4_LOV_SN_LPS_1.raw.PG.MS1Quantity	[13] ASC_TERT_TLR4_LOV_SN_Light_3.raw.PG.MS1Quantity	[14] ASC_TERT_TLR4_LOV_SN_Light_2.raw.PG.MS1Quantity	[15] ASC_TERT_TLR4_LOV_SN_Light_1.raw.PG.MS1Quantity	[1] ASC_TERT_TLR10_LOV_SN_WO_3.raw.PG.MS2Quantity	[2] ASC_TERT_TLR10_LOV_SN_WO_2.raw.PG.MS2Quantity	[3] ASC_TERT_TLR10_LOV_SN_WO_1.raw.PG.MS2Quantity	[4] ASC_TERT_TLR10_LOV_SN_Light_3.raw.PG.MS2Quantity	[5] ASC_TERT_TLR10_LOV_SN_Light_2.raw.PG.MS2Quantity	[6] ASC_TERT_TLR10_LOV_SN_Light_1.raw.PG.MS2Quantity	[7] ASC_TERT_TLR4_LOV_SN_WO_3.raw.PG.MS2Quantity	[8] ASC_TERT_TLR4_LOV_SN_WO_2.raw.PG.MS2Quantity	[9] ASC_TERT_TLR4_LOV_SN_WO_1.raw.PG.MS2Quantity	[10] ASC_TERT_TLR4_LOV_SN_LPS_3.raw.PG.MS2Quantity	[11] ASC_TERT_TLR4_LOV_SN_LPS_2.raw.PG.MS2Quantity	[12] ASC_TERT_TLR4_LOV_SN_LPS_1.raw.PG.MS2Quantity	[13] ASC_TERT_TLR4_LOV_SN_Light_3.raw.PG.MS2Quantity	[14] ASC_TERT_TLR4_LOV_SN_Light_2.raw.PG.MS2Quantity	[15] ASC_TERT_TLR4_LOV_SN_Light_1.raw.PG.MS2Quantity
A6NDG6	PGP	Homo sapiens	Glycerol-3-phosphate phosphatase	PGP_HUMAN	6	6	6	True	11070,6826171875	17606,6328125	7876,63037109375	7225,2021484375	14338,3271484375	4261,8759765625	4222,6650390625	7907,51806640625	7078,63037109375	5853,8603515625	5446,25244140625	5641,5498046875	3683,69775390625	6340,033203125	13488,0654296875	8681,2734375	8834,1357421875	6900,37548828125	6237,484375	6020,9462890625	3726,327880859375	4423,44873046875	5084,427734375	5685,17626953125	4409,7548828125	5558,958984375	4485,0634765625	3841,5361328125	4259,82861328125	7095,376953125
A6NDU8	C5orf51	Homo sapiens	UPF0600 protein C5orf51	CE051_HUMAN	1	1	1	True	3103,373291015625	2522,533203125	1495,3995361328125	3326,42431640625	2789,862548828125	1974,803955078125	1319,7369384765625	2707,936767578125	1065,6973876953125	2004,591796875	5643,609375	2887,315185546875	3146,738037109375	2884,41064453125	1838,644287109375	593,9498901367188	210,1519775390625	600,6976318359375	1484,2447509765625	1255,397705078125	1747,82666015625	877,7693481445312	622,0802612304688	699,907958984375	1632,622802734375	819,3755493164062	2074,302734375	998,4993896484375	1477,988037109375	2090,096923828125
A6NEL2	SOWAHB	Homo sapiens	Ankyrin repeat domain-containing protein SOWAHB	SWAHB_HUMAN	1	1	1	False	15018,0966796875	29372,30078125	44220,18359375	2744,541748046875	66133,515625	3337,1806640625	3621,751220703125	14819,62890625	19969,494140625	29476,107421875	20053,96875	4357,49951171875	30747,087890625	7078,71435546875	3294,134765625	175,1639404296875	561,859130859375	248,38050842285156	309,64556884765625	63,96547317504883	442,5365295410156	259,0141296386719	472,2350158691406	153,7000274658203	119,28703308105469	258,3124084472656	372,42547607421875	350,2547607421875	629,6715698242188	168,9522247314453
A6NHG4;P30046;P30046-2	DDTL;DDT;DDT	Homo sapiens	D-dopachrome decarboxylase-like protein;D-dopachrome decarboxylase;Isoform 2 of D-dopachrome decarboxylase	DDTL_HUMAN;DOPD_HUMAN;DOPD_HUMAN	1	1	1	False	766,9174194335938	2169,223388671875	1184,6658935546875	1550,330810546875	977,00341796875	2112,898193359375	2086,873779296875	858,9952392578125	1501,053955078125	384,94891357421875	930,4993286132812	1772,239501953125	1492,1531982421875	3066,641845703125	778,5458374023438	187,9141082763672	524,7828369140625	267,5679626464844	331,6021728515625	242,18841552734375	472,84033203125	405,7373352050781	217,12551879882812	798,4478759765625	128,68133544921875	241,28033447265625	401,81964111328125	304,1616516113281	1802,8427734375	183,07997131347656
A6NHY2	ANKDD1B	Homo sapiens	Ankyrin repeat and death domain-containing protein 1B	AKD1B_HUMAN	1	1	1	True	9177,7216796875	7358,81396484375	9624,078125	1572,806884765625	68372,7265625	6021,96484375	575,1445922851562	19204,80859375	5341,48291015625	7031,45166015625	6086,134765625	2124,473388671875	465,708740234375	16537,40625	547,6380004882812	2961,203369140625	3150,6904296875	2582,73095703125	334,9714660644531	3244,5859375	1797,68896484375	179,6379852294922	223,70420837402344	2921,10888671875	363,9965515136719	1010,4210815429688	473,0033264160156	147,10476684570312	415,46923828125	140,87083435058594
A6NKT7;O14715;Q7Z3J3;Q99666	RGPD3;RGPD8;RGPD4;RGPD5	Homo sapiens	RanBP2-like and GRIP domain-containing protein 3;RANBP2-like and GRIP domain-containing protein 8;RanBP2-like and GRIP domain-containing protein 4;RANBP2-like and GRIP domain-containing protein 5/6	RGPD3_HUMAN;RGPD8_HUMAN;RGPD4_HUMAN;RGPD5_HUMAN	2	2	2	True	137736,578125	110074,796875	47204,2890625	54071,98046875	156654,53125	51199,47265625	202086,453125	117231,296875	90580,8984375	74218,25	56063,625	44441,703125	43438,73828125	94521,1484375	27737,15625	56054,1875	95888,3515625	27339,580078125	20217,1640625	33739,78515625	36779,16015625	40760,9765625	27059,869140625	27233,03125	20272,98046875	17151,40625	25015,7578125	19473,455078125	25065,33203125	11284,654296875
A6NMB1	SIGLEC16	Homo sapiens	Sialic acid-binding Ig-like lectin 16	SIG16_HUMAN	1	1	1	False	330,7657165527344	1135,884765625	7109,2060546875	27964,50390625	2996,3857421875	4042,6396484375	7546,12158203125	1199,974365234375	11816,8798828125	1976,337890625	2200,67578125	3246,919189453125	594,9691772460938	1230,4937744140625	19337,6640625	5337,6865234375	284,3189697265625	9537,78515625	3726,058837890625	11859,1201171875	7626,57177734375	15907,33203125	267,8317565917969	3331,682373046875	10960,85546875	11239,390625	5336,17822265625	12499,8134765625	20046,6171875	3165,34765625
A7E2V4;A7E2V4-2;A7E2V4-3;A7E2V4-4;A7E2V4-5	ZSWIM8	Homo sapiens	Zinc finger SWIM domain-containing protein 8;Isoform 2 of Zinc finger SWIM domain-containing protein 8;Isoform 3 of Zinc finger SWIM domain-containing protein 8;Isoform 4 of Zinc finger SWIM domain-containing protein 8;Isoform 5 of Zinc finger SWIM domain-containing protein 8	ZSWM8_HUMAN	1	1	1	True	4055,816162109375	3559,9248046875	3028,8017578125	7145,2060546875	6893,77685546875	2467,869140625	8955,3017578125	7554,48486328125	9181,5087890625	18337,412109375	8563,27734375	9720,0693359375	12164,27734375	3971,27490234375	848,9112548828125	1894,46923828125	463,22015380859375	1859,2972412109375	1905,2296142578125	3901,5966796875	1144,0792236328125	3341,6708984375	3950,0869140625	2506,634033203125	4962,1279296875	2317,12939453125	2245,823486328125	5940,99853515625	869,5676879882812	195,26943969726562
A8MT19	RHPN2P1	Homo sapiens	Putative rhophilin-2-like protein RHPN2P1	RHN2P_HUMAN	1	1	1	True	934,0299682617188	947,4530639648438	334,4759826660156	873,4069213867188	3775,202880859375	1281,497314453125	32986,8203125	117030,46875	1201,6307373046875	7472,0048828125	1700,3287353515625	4551,0849609375	445,6317138671875	167348,390625	70422,796875	124,29141235351562	239,42955017089844	124,05497741699219	221,60684204101562	152,00636291503906	320,24859619140625	184,4927520751953	112,15274047851562	102,44646453857422	326,02740478515625	360,4096984863281	257,0041809082031	143,11575317382812	314,2381286621094	74,7633056640625
A8MXV4	NUDT19	Homo sapiens	Nucleoside diphosphate-linked moiety X motif 19	NUD19_HUMAN	2	2	2	True	962,3743896484375	2832,733642578125	848,6732788085938	1848,7041015625	3009,064453125	2288,025146484375	1125,125732421875	937,3607177734375	579,42919921875	903,6348876953125	1547,2425537109375	1318,6575927734375	837,2161865234375	1703,5576171875	357,430908203125	286,0860290527344	549,66259765625	325,6138000488281	425,2683410644531	398,4920349121094	625,0125732421875	238,30291748046875	194,8272247314453	456,2376403808594	204,44400024414062	303,60662841796875	238,3983917236328	178,82748413085938	362,3881530761719	807,1217651367188
B9A064;P0DOX8	IGLL5;	Homo sapiens	Immunoglobulin lambda-like polypeptide 5;Immunoglobulin lambda-1 light chain	IGLL5_HUMAN;IGL1_HUMAN	1	1	1	True	80593,0234375	4328,73388671875	87382,6328125	3919,21826171875	458623,21875	2738,80908203125	90513,984375	679970,6875	18041,205078125	288315,5	34574,60546875	637,0504150390625	191442,765625	197147,546875	45023,921875	18447,13671875	2501,14306640625	26311,833984375	2422,01611328125	170061,109375	204,40248107910156	36577,27734375	127612,65625	8240,5283203125	25215,017578125	18350,220703125	160,04689025878906	61318,3671875	85834,328125	13046,7451171875
C4AMC7;Q6VEQ5	WASH3P;WASH2P	Homo sapiens	Putative WAS protein family homolog 3;WAS protein family homolog 2	WASH3_HUMAN;WASH2_HUMAN	3	3	3	True	6108,31787109375	7357,53466796875	4236,984375	3134,956787109375	1911,6837158203125	8750,240234375	1191,787109375	2112,34619140625	5978,16064453125	2280,05615234375	3741,547607421875	7100,806640625	977,1697387695312	1649,1109619140625	3099,36474609375	2379,689697265625	2844,70947265625	2220,94970703125	1905,2406005859375	814,0046997070312	2412,764404296875	1285,86962890625	606,6871337890625	2338,41064453125	1030,11328125	941,8019409179688	2402,552734375	1002,0241088867188	1028,23388671875	2768,76318359375
C9J7I0	UMAD1	Homo sapiens	UBAP1-MVB12-associated (UMA)-domain containing protein 1	UMAD1_HUMAN	1	1	1	False	676,4181518554688	1422,18603515625	1519,8375244140625	964,5853271484375	586,6942138671875	1223,924560546875	997,771484375	2870,66259765625	632,4065551757812	896,142578125	1775,37744140625	1594,1513671875	1926,2862548828125	1723,8724365234375	319,01641845703125	172,06248474121094	351,79290771484375	320,3519592285156	863,5822143554688	175,25399780273438	254,53453063964844	254,47862243652344	463,12255859375	782,4329833984375	229,54327392578125	370,9217529296875	365,3011474609375	356,69207763671875	434,65753173828125	1905,438232421875
C9JLW8	MCRIP1	Homo sapiens	Mapk-regulated corepressor-interacting protein 1	MCRI1_HUMAN	2	2	2	True	22139,970703125	17684,646484375	14787,263671875	15972,744140625	2040,2271728515625	6091,55517578125	5073,57861328125	7068,01904296875	16350,0322265625	5294,01171875	4852,01416015625	9929,208984375	2719,440673828125	2048,494140625	9259,6806640625	7158,31396484375	7861,97265625	6570,53515625	6132,81787109375	2339,560791015625	5297,15869140625	3157,14599609375	2914,3212890625	6234,5234375	2617,34375	3191,1337890625	3708,908935546875	1637,6951904296875	603,02880859375	1760,99755859375
E9PAV3;E9PAV3-2	NACA	Homo sapiens	Nascent polypeptide-associated complex subunit alpha, muscle-specific form;Isoform skNAC-2 of Nascent polypeptide-associated complex subunit alpha, muscle-specific form	NACAM_HUMAN	5	6	8	True	211030,1875	192240,546875	246818,484375	172709,140625	68262,1875	148276,90625	78456,921875	73636,671875	245565,765625	51565,52734375	49193,61328125	132748,0625	49010,91796875	43819,65625	141578,421875	49235,33203125	53459,91796875	59645,83203125	42684,69921875	17220,103515625	41614,5546875	16642,314453125	13379,5546875	51675,50390625	12828,9189453125	14665,9521484375	38772,78125	11898,4697265625	14809,5361328125	34005,73828125
E9PRG8	C11orf98	Homo sapiens	Uncharacterized protein C11orf98	CK098_HUMAN	1	1	1	True	2649,6416015625	3441,01904296875	4714,9873046875	1265,526123046875	705,9463500976562	1176,1053466796875	847,7686157226562	2395,531494140625	5730,09375	1055,9158935546875	1525,1781005859375	2826,60107421875	2283,695556640625	1482,6025390625	2299,132568359375	638,7168579101562	1119,678466796875	1171,4677734375	998,83984375	197,07859802246094	697,8003540039062	229,57351684570312	413,3898010253906	1409,3529052734375	256,84246826171875	335,2511291503906	496,5284118652344	396,6490783691406	400,2548828125	1524,9517822265625
L0R819	ASDURF	Homo sapiens	ASNSD1 upstream open reading frame protein	ASURF_HUMAN	1	1	1	True	9236,1884765625	11473,16796875	22574,205078125	14211,7119140625	1042,59326171875	9584,009765625	641,134765625	1931,8369140625	27807,642578125	1263,45849609375	7430,14990234375	10296,044921875	696,1771240234375	1028,766845703125	19275,091796875	2013,3780517578125	2464,70068359375	3213,325927734375	1706,073486328125	252,3784637451172	1776,4798583984375	192,40655517578125	2137,215087890625	1839,30078125	290,4317321777344	1083,8486328125	1200,8345947265625	189,03985595703125	1513,947021484375	2190,768798828125
O00115;O00115-2	DNASE2	Homo sapiens	Deoxyribonuclease-2-alpha;Isoform 2 of Deoxyribonuclease-2-alpha	DNS2A_HUMAN	7	8	8	True	179906,921875	255586,609375	170180,890625	179535,984375	271010,0625	195319,953125	288311,0625	268358,84375	129228,1640625	204837,34375	233990,5625	199909,28125	212157,84375	211350,734375	125001,34375	47106,328125	75236,4453125	53229,75390625	47402,87109375	50346,1328125	61105,9140625	67869,78125	65204,70703125	34516,5	61663,93359375	64221,12109375	63939,61328125	45288,890625	50498,73828125	29935,13671875
O00116	AGPS	Homo sapiens	Alkyldihydroxyacetonephosphate synthase, peroxisomal	ADAS_HUMAN	2	2	2	False	999,6906127929688	1706,08544921875	821,681884765625	1483,17138671875	1145,064453125	3040,695068359375	854,5504150390625	1128,7646484375	983,3220825195312	2915,23291015625	1832,8271484375	790,6045532226562	612,4048461914062	1240,7100830078125	4527,02880859375	764,3339233398438	820,4135131835938	439,93096923828125	686,0845336914062	507,0070495605469	662,4967651367188	1001,3279418945312	307,8792724609375	452,4619445800781	784,7157592773438	405,2178039550781	332,05999755859375	613,3474731445312	280,6265869140625	356,38006591796875
O00139;O00139-1;O00139-2;O00139-4;O00139-5	KIF2A	Homo sapiens	Kinesin-like protein KIF2A;Isoform 1 of Kinesin-like protein KIF2A;Isoform 2 of Kinesin-like protein KIF2A;Isoform 4 of Kinesin-like protein KIF2A;Isoform 5 of Kinesin-like protein KIF2A	KIF2A_HUMAN	6	6	6	True	3110,359130859375	2434,50146484375	2312,34375	4554,49462890625	3996,49755859375	4164,669921875	2275,77978515625	2137,271484375	2938,107421875	2892,70458984375	3809,041259765625	3685,135986328125	2338,460205078125	2496,0087890625	3091,013427734375	1258,0443115234375	974,0852661132812	1092,566650390625	1612,715576171875	1360,2593994140625	1477,2677001953125	1073,0186767578125	622,10400390625	1205,368408203125	1357,3271484375	1455,1387939453125	1565,3892822265625	1146,180419921875	686,3034057617188	1482,788818359375
O00151	PDLIM1	Homo sapiens	PDZ and LIM domain protein 1	PDLI1_HUMAN	15	17	17	True	129548,3203125	135827,453125	132188,390625	91248,4296875	44351,59765625	100100,7578125	70166,0703125	59947,05078125	92483,9296875	69914,640625	75408,5703125	100992,0546875	58857,78515625	78837,640625	135937,875	31022,146484375	36589,69921875	33773,8515625	26476,39453125	17241,025390625	27341,927734375	20578,294921875	17874,220703125	24100,3203125	19849,857421875	23160,865234375	25330,591796875	18050,771484375	25544,357421875	30484,427734375
O00154;O00154-4;O00154-5;O00154-6;O00154-7	ACOT7	Homo sapiens	Cytosolic acyl coenzyme A thioester hydrolase;Isoform 4 of Cytosolic acyl coenzyme A thioester hydrolase;Isoform 5 of Cytosolic acyl coenzyme A thioester hydrolase;Isoform 6 of Cytosolic acyl coenzyme A thioester hydrolase;Isoform 7 of Cytosolic acyl coenzyme A thioester hydrolase	BACH_HUMAN	9	11	11	False	32858,5234375	31742,625	19738,3359375	29183,455078125	25990,20703125	31122,84375	16377,2578125	22803,3828125	32637,01953125	23456,138671875	27378,732421875	39232,16796875	20886,1015625	17122,869140625	35678,609375	17980,837890625	19925,505859375	16402,802734375	17591,078125	13396,814453125	13117,0283203125	10761,177734375	12165,1123046875	17845,88671875	15981,6669921875	16118,240234375	16777,271484375	13068,1220703125	13654,4912109375	19210,572265625
O00159-2	MYO1C	Homo sapiens	Isoform 2 of Unconventional myosin-Ic	MYO1C_HUMAN	21	21	22	True	15856,724609375	22426,17578125	21114,583984375	30231,4609375	23395,05859375	38736,77734375	34549,87109375	21064,234375	23640,03125	31401,939453125	33936,6484375	29984,99609375	34507,61328125	29676,052734375	24759,390625	9250,970703125	11029,3466796875	11338,775390625	13394,5087890625	17025,283203125	19032,564453125	15739,0771484375	15441,69140625	9909,69140625	17761,5859375	16088,287109375	15241,107421875	15455,8134765625	19814,08984375	14423,240234375
O00161	SNAP23	Homo sapiens	Synaptosomal-associated protein 23	SNP23_HUMAN	5	5	5	False	13382,3544921875	11116,3095703125	5274,4443359375	11699,021484375	16149,572265625	14727,28515625	14846,5615234375	15896,52734375	8378,9453125	11922,291015625	9354,4296875	11521,796875	5323,61865234375	7516,7841796875	39673,9921875	1708,02587890625	1835,436767578125	812,193115234375	2369,11669921875	1323,4173583984375	2360,865234375	2218,944580078125	463,9499816894531	2052,322998046875	1488,2166748046875	1850,2725830078125	2003,411865234375	1452,4573974609375	628,2098999023438	2956,782470703125
O00170	AIP	Homo sapiens	AH receptor-interacting protein	AIP_HUMAN	3	3	3	True	19798,576171875	32635,310546875	22706,310546875	14156,1845703125	11181,5634765625	31495,2265625	11378,6533203125	4972,27197265625	18671,984375	7719,64111328125	10711,0498046875	37163,609375	8046,28564453125	7611,9248046875	17712,287109375	5697,12109375	10654,6123046875	5014,48046875	5181,7138671875	2733,554443359375	7175,994140625	1898,16943359375	2482,859375	4955,7177734375	3584,909912109375	4044,1044921875	7806,22021484375	2643,730224609375	3437,97216796875	4989,26220703125
